stamping out his cigarette,the doctor unwraps,a piece of gum,
The Day of the Dead --,our Nation,elects a President,
rush hour traffic --,I can sing,as loudly as I'd like,
the Red Sox win,and the Yankees lose --,I smell cherry blossoms,
late summer chill,the &quot;Deer Crossing&quot; sign,riddled with bullets,
four days into the diet,my stomach growls,at the dog,
crowded train,I lose another game,of solitaire,
Washington gridlock -,hip hop merges,with heavy metal,
winter solstice -,my teenaged son's,new tattoo,
September --,each morning,a little darker,
Fall colors --,the college freshman's,fuschia hair,
entering the courthouse,security confiscates,my coffee,
District Court,two witnesses to the accident,intersect,
conferring in the lobby,two attorneys,mispronounce my name,
waiting to testify,I spot my initials,on the back of a bench,
court in recess,I should have brought,another book,
guilty plea,two lawyers make an appointment,for drinks,
tossing and turning,another dog toy,falls from the bed,
sunset,the smokestacks,darken,
the old dog --,a leaf falls,unnoticed,
morning meditation ,her lips caressing,each &quot;om&quot;,
restless night -,the dog and I,trade sighs,
Pay Day --,who will I,be able to pay today?,
Park Street station --,the B train saves me,from a subway preacher,
rush hour,the cigarette sweat perfume,of the subway,
Pay Day,the homeless man,turns down his walkman,
Fall colors --,my youngest son's,deep voice,
morning commute -,recognizing a co-worker,I pretend to sleep,
the paraplegic --,can he feel,my stare?,
stalled subway car,making faces,at the crying baby,
extra credit --,she leaves the teacher an apple,and her phone number,
slow blues,a bead of sweat,that just won't fall,
January commute --,all eyes frozen to the spot,where the train should be,
dancing alone,the jukebox plays,&quot;I Want You to Want Me&quot;,
overcast night --,the moon is waning,somewhere,
spring thaw,a crushed beer can,right where I left it,
rush hour -,two mice chase each other,across the tracks,
full moon --,the dog paces,back and forth,
after the breakup,a cigar I had saved,for anything else,
September rain --,three college,tuition bills,
morning commute --,day after day,the same crushed coffee cup,
cancelled train --,the (extra) sleep,I missed,
startled from sleep,a dog barks,at the wind,
food shopping --,one more bag of Halloween candy,&quot;just in case&quot;,
cold snap --,I carry my dog,up the stairs,
crowded train --,I search for the source,of whiskey breath,
windless --,a bead of sweat,clinging to her lipstick,
November sunshine --,the cold medicine,kicks in,
fall begins --,Red Sox fans,crowd the bar,
crowded train --,one more stranger,between us,
a father's dilemma --,how can one give away,that which is priceless?,
nuclear standoff --,a child throws stones,at a sleeping dog,
unable to sleep --,snow changes to sleet,and back again,
red savina peppers --,the father of the bride,weeps,
winter sunrise --,the shuffle,of the conductor's feet,
rush hour --,the traffic cop blows,a big pink bubble,
internet down --,no Christmas shopping,today,
single-digit temperatures --,a distant car alarm,
Back Bay station --,someone else's steak dinner,in the air,
heat wave --,a cat (peers out),(from) under a parked car,
heat wave --,every sound,the air conditioner makes,
heat wave --,the breeze,from a passing freight train,
heat wave --,the conductor,punches my ticket,twice,
oh how they shine -,city cobblestones,in the rain,
oh how it shines -,city garbage truck,in the rain,
flipping off,the taxi driver --,warm September night,
in the storm,before the calm,I walk the dog,
near-empty train --,her eyes find me,from a whiskey ad,
near-empty train --,I find her eyes,in a whiskey ad,
near-empty train --,our eyes (finally) meet,in a whiskey ad,
October snow --,suddenly I feel,so old,
improvised explosive --,a young girl leans forward,in a low-cut blouse,
El Dia de los Muertos --,the dog sits next to the fire,and sighs,
my daughter's graduation --,the smell of rain in the air,
home for the holidays --,my son's duffle bag filled,with dirty laundry,
quiet moment --,a dog toy is pressed,against my leg,
April 15th --,a truck backfires,on the Mass Pike,
April 15th --,spandex-clad women,on stationary bikes,
lightning --,the next time I see my daughter,will be her wedding day,
O'Hare Airport --,clutching On the Road,we land,
another hot one --,a flattened raccoon carcass,on a busy street,
another hot one --,wilted wildflowers,in an empty playground,
another hot one --,the smell,of her lipstick,
another hot one --,the taste,of her sex,
Lucky's Lounge --,nobody here,responds to &quot;Lucky&quot;,
morning yoga --,one eye,on the clock,
harvest moon --,working up a sweat,with the farmer's daughter,
October --,the blushing ,of a girl in love,
September storm --,a pair of sneakers,dangling from the wire,
Veteran's Day --,an unopened Budweiser,beside the monument,
Devil's Night --,the ghostly glow,of CNN,
spring break --,my daughter drops a dish,in the kitchen,
haiku workshop --,can the goddess smell,the fresh-cut daffodils?,
after the storm --,a dead fly,in the champagne glass,
black ice --,Thanksgiving,without grandpa's laugh,
deserted beach --,the sun also,goes down,
New England fog --,where did,my weekend go?,
snow in the forecast,the doctor tells me,&quot;You don't look so good&quot;,
in search of a metaphor,a man chases a train,leaving right on time,
public restroom --,a businessman answers his phone,and flushes,
late train --,the woman on the billboard,smiles at me,
new moon --,not much new,this monday morning,
holiday shopping --,pigeons roost,in a tin foil snowflake,
killer frost --,the snap,of a mouse trap,
armadillo in the road --,the sound of screeching tires,
January sunset --,the gutters,stop dripping,
monday morning commute --,I try to guess the tunes,on her iPod,
November --,an oak leaf pinned,to my cubicle wall,
November --,a stack of plastic chairs,at the sidewalk cafe,
summer wind --,a seagull entangled,in fishing line,
Cambridge factory --,paradise,is just around the corner,
Downtown Crossing,my lunch date,with the pigeons,
writing a poem,for my daughter's wedding --,dandelions bloom,
dandelions bloom --,writing a poem,for my daughter's wedding,
morning haze --,beads of sweat,on my upper lip,
morning haze --,a telephone rings,unanswered,
the late train --,of all the days,to be on time,
holiday driving --,an open road map passes me,at seventy-five,
midnight --,a baby's cries,fill the bus terminal,
Veteran's Day --,a toothpick flag,in my martini,
end of summer --,a bouquet of roses,on the subway platform,
chance of rain --,a crow perched,on a satellite dish,
September --,how much longer,must I mow this lawn?,
another hot one --,the lemonade stand,offers free Wi-Fi,
writer's block --,rearranging,the poetry magnets,
holidays over --,a light,in the back ,of the refrigerator,
friday night --,I board the wrong train,and don't care,
Thanksgiving night --,everyone thanks me,for walking the dog,
december snowmelt --,my daughter moves,back in with us,
Downtown Crossing --,a man in a kilt,orders sushi,
unending heat --,a fresh harvest,of chile peppers,
unending heat --,planning our winter vacation,
unending heat --,her long, long legs,
Wellesley Square station --,a dozen Wall Street Journals,with legs,
Christmas rain --,an unopened gift,under the tree,
who says I lack,the holiday spirit?,I open a Christmas ale,
bright sunshine --,the homeless man's,brand new boots,
slow night --,the bar maid buys,another round,
Monday night,the waitress is stuck,on 25-across,
bad blues --,my baby left me,for some cold hors d'ouevers,
separate checks --,this first date,is a last date,
summer showers --,the early train,passes by,
summer showers --,I let the early train,pass me by,
college catalog --,in search,of new tricks,
crossing her legs,the therapist asks,about abandonment,
needing a season word,for the haiku I'm writing,on my Blackberry,
winter moon --,a hawk's nest,in the old oak,
semi-conscious --,the plane dips,into cloud,
semi-conscious --,the plane dips,into the clouds,
I love the way,you love,to make me moan,
grass stains,on her white dress --,all the girls giggle,
construction workers,reaching,for the sky,
yes I know,my favorite song,is about,a subway station,
Waterloo Station --,I'm almost surprised,not to hear music,
back to the gym,after too many months --,a broken punching bag,
Christmas morning --,how soon can we play,in the fresh snow?,
cloudless summer sky --,an old woman's stare,
full moon --,the little boy thinks,I'm walking a wolf,
autumn fog --,the morning after,too much whiskey,
all-night laundromat,all eyes,on the infomercial,
dark and silent --,a blues,bigger than New Orleans,
May showers --,my daughter tells me,she's engaged,
morning rush --,she's stepping on my foot,but she smells so nice,
March rain --,the snow finally gone,from the pool cover,
March rain --,rivlets in the mud,between snow drifts,
March rain --,a 3-point shot bounces 4 times,before falling in,
company reorg --,as long as someone tells me,where the coffee is,
between rain showers --,that same damned cricket,outside my window,
between rain showers --,the soft shadows,of your breasts,
between rain showers --,the dog trembles,in her sleep,
June overcast --,the old man,picks a wild daisy,
June overcast --,wild daisies,in an open field,
waiting for the Red Line,I read a poem,carved into brick,
smouldering --,the drop-dead red lipstick,on the end of her cigarette,
Cambridge brewpub --,talk of quantum mechanics,dreams of biology,
planning my daughter's wedding,the TV asks,&quot;What's in your wallet?&quot;,
wednesday --,I don't scrape the frost,from my windshield,
ice storm --,why did I drink,all those margaritas?,
Placencia Village --,an iguana suns itself,on cinder block ruins,
mid-day sun --,an iguana,on cinder block ruins,
new year's day --,a cork mark,on the ceiling,
the softness...,my favorite blanket,and you,
sweltering heat --,words I should have,never said,
